Var1,Var2
s_0194,-53.9875659168832
s_0195,-135.407951734246
s_0196,-170.134685198178
s_0197,-227.433952961455
s_0200,-227.433952961455
s_0201,-487.046248355821
s_0204,-47.335429781688
s_0206,-47.335429781688
s_0207,-174.772913067482
s_0208,44.2914397301724
s_0209,479.182258462652
s_0210,-127.05175216959
s_0211,-98.3154619836262
s_0212,549.140152353499
s_0213,549.140152353499
s_0214,620.755923162577
s_0215,588.619878474665
s_0216,588.619878474665
s_0217,-69.2246681892618
s_0218,-535.860156531174
s_0221,-535.860156531174
s_0222,0.422434083116792
s_0224,-30.2422992935485
s_0229,-70.8174915709762
s_0231,322.588776714007
s_0232,-43.2955019437538
s_0233,-43.2955019437538
s_0234,66.3686950593959
s_0235,66.3686950593959
s_0236,66.3686950593959
s_0239,-276.985910607897
s_0243,106.673501013296
s_0247,-229.028484155248
s_0250,-85.1562047973009
s_0253,-133.11363124995
s_0257,-181.071057702599
s_0258,-343.700984352541
s_0259,-281.926912848229
s_0260,-334.718843625907
s_0261,-307.659753362891
s_0262,505.335997486373
s_0263,-1769.74523973555
s_0264,-297.623513858219
s_0267,-325.571661504543
s_0268,-119.063805777491
s_0269,-42.2152943682575
s_0270,105.835178753893
s_0271,9.23588931244578
s_0272,9.23588931244578
s_0273,9.23588931244578
s_0274,65.3851787538934
s_0275,65.3851787538934
s_0279,-1571.48210071911
s_0280,96.2257872894748
s_0281,30.2325888854093
s_0282,-188.766621450039
s_0283,-188.766621450039
s_0284,-188.766621450039
s_0285,-72.9381744524646
s_0286,-44.0399073656199
s_0287,-44.0399073656199
s_0290,10000000
s_0291,-22.2017950874252
s_0292,-22.2017950874252
s_0293,10000000
s_0294,-32.7154911933113
s_0295,-325.028896090998
s_0296,492.095997486373
s_0297,401.394414291956
s_0298,-260.264212710525
s_0299,-344.701448356119
s_0300,-172.891638680448
s_0301,-291.622606359918
s_0302,-237.603967571097
s_0303,138.066395825056
s_0304,91.762354019567
s_0305,91.762354019567
s_0306,109.610243213349
s_0307,109.610243213349
s_0308,39.5396824293979
s_0309,-1769.74523973555
s_0310,10000000
s_0311,-211.523966789803
s_0312,-455.739363159172
s_0313,-256.84186384726
s_0314,-33.7800878694413
s_0315,-29.6673943056131
s_0316,-29.6673943056131
s_0317,-29.6673943056131
s_0318,-1571.48210071911
s_0319,75.2500756798295
s_0320,75.2500756798295
s_0321,75.2500756798295
s_0322,121.033954517049
s_0323,21.0729079990703
s_0324,-343.048008322002
s_0325,-255.151755282812
s_0326,-825.324254583983
s_0327,-253.795377704169
s_0328,10000000
s_0329,10000000
s_0330,10000000
s_0331,10000000
s_0332,10000000
s_0333,-1571.48210071911
s_0334,10000000
s_0335,-341.695560636081
s_0337,10000000
s_0338,10000000
s_0339,10000000
s_0340,-385.566000440332
s_0341,110.263932227855
s_0342,110.263932227855
s_0343,50.4045722422313
s_0344,50.4045722422313
s_0345,-172.955957792517
s_0346,-591.647003017434
s_0347,123.875137630285
s_0348,123.875137630285
s_0349,-373.469906921728
s_0350,-373.469906921728
s_0352,53.4423741436297
s_0354,53.4423741436297
s_0357,-1.50599614660695
s_0358,-1.50599614660695
s_0359,5.54747798823298
s_0360,5.54747798823298
s_0361,5.54747798823298
s_0362,-59.2739751034103
s_0363,-59.2739751034103
s_0364,-59.2739751034103
s_0365,-59.2739751034103
s_0366,-59.2739751034103
s_0367,-475.884510657881
s_0370,-475.884510657881
s_0372,10000000
s_0373,-468.578249681602
s_0376,-468.578249681602
s_0377,-468.578249681602
s_0378,-468.578249681602
s_0383,115.324347500093
s_0384,115.324347500093
s_0385,115.324347500093
s_0386,71.9726568013353
s_0387,71.9726568013353
s_0389,-152.711130461558
s_0390,-376.399482813333
s_0391,-376.399482813333
s_0392,-376.399482813333
s_0393,-285.916565670789
s_0394,-356.593310087423
s_0395,-356.593310087423
s_0397,-356.593310087423
s_0398,-356.593310087423
s_0399,-356.593310087423
s_0402,-394.816229519332
s_0403,-217.265769079297
s_0404,10000000
s_0405,-98.9754832616944
s_0406,-98.9754832616944
s_0407,-57.7546525745257
s_0408,-57.7546525745257
s_0409,-385.587650265034
s_0410,-324.474527098613
s_0411,-272.008894881264
s_0412,-270.968624794673
s_0413,-270.968624794673
s_0414,-190.393786993621
s_0415,-307.288266122334
s_0416,-307.288266122334
s_0417,13.615032099056
s_0418,41.0214397301724
s_0419,19.7839616827305
s_0420,19.7839616827305
s_0421,19.7839616827305
s_0423,-152.062638591157
s_0424,-152.062638591157
s_0425,-152.062638591157
s_0426,-152.062638591157
s_0427,9.23531396587449
s_0428,10000000
s_0429,10000000
s_0430,10000000
s_0431,10000000
s_0432,10000000
s_0433,10000000
s_0434,-564.406910730226
s_0435,-564.406910730226
s_0437,-564.406910730226
s_0438,-564.406910730226
s_0439,-564.406910730226
s_0441,-22.3202579530047
s_0442,-549.908705195104
s_0443,-32.8845291037533
s_0444,-32.8845291037533
s_0445,-130.716744215388
s_0446,-130.716744215388
s_0447,-130.716744215388
s_0448,-130.716744215388
s_0450,10000000
s_0451,36.8387529656494
s_0452,36.8387529656494
s_0453,-59.2376537271155
s_0454,-170.309033112237
s_0455,-291.58156756705
s_0456,-92.2600000592089
s_0457,-92.2600000592089
s_0458,-92.2600000592089
s_0460,-92.2600000592089
s_0461,-92.2600000592089
s_0462,-92.2600000592089
s_0465,10000000
s_0467,-428.349922374045
s_0468,-428.349922374045
s_0469,-242.430179378186
s_0474,-357.551396449348
s_0475,781.961737432801
s_0476,781.961737432801
s_0477,781.961737432801
s_0478,824.465819196103
s_0479,824.465819196103
s_0480,824.465819196103
s_0481,743.921737432801
s_0482,743.921737432801
s_0483,743.921737432801
s_0484,786.425819196103
s_0485,786.425819196103
s_0486,786.425819196103
s_0487,743.921737432801
s_0488,743.921737432801
s_0489,743.921737432801
s_0490,786.425819196103
s_0491,786.425819196103
s_0492,786.425819196103
s_0493,705.881737432801
s_0494,705.881737432801
s_0495,705.881737432801
s_0496,748.385819196103
s_0497,748.385819196103
s_0498,748.385819196103
s_0499,667.841737432801
s_0500,667.841737432801
s_0501,667.841737432801
s_0502,710.345819196103
s_0503,710.345819196103
s_0504,710.345819196103
s_0507,452.743722245655
s_0509,10000000
s_0510,-66.8425782176036
s_0511,145.796944829804
s_0512,145.796944829804
s_0513,145.796944829804
s_0514,-75.8399953440764
s_0515,-92.3692455780387
s_0516,-194.811200878613
s_0517,-194.811200878613
s_0522,-233.499346102254
s_0523,-233.499346102254
s_0524,-233.499346102254
s_0525,-233.499346102254
s_0526,-229.340109106936
s_0528,-229.340109106936
s_0529,-454.215988705323
s_0530,-454.215988705323
s_0531,-454.215988705323
s_0532,-454.215988705323
s_0533,-454.215988705323
s_0534,-454.215988705323
s_0538,10000000
s_0539,-637.622286451221
s_0541,-637.622286451221
s_0542,10000000
s_0543,-6.30069640502272
s_0544,-6.30069640502272
s_0545,40.0043475000935
s_0546,40.0043475000935
s_0547,-101.465043964325
s_0548,-82.6913049406041
s_0549,-82.6913049406041
s_0550,-201.402854066768
s_0551,-288.285709907598
s_0552,-288.285709907598
s_0553,-102.327565916883
s_0554,-102.327565916883
s_0555,-549.911933393758
s_0556,-325.36282512419
s_0557,-325.366345383639
s_0558,-101.437565916883
s_0559,-101.437565916883
s_0560,-200.159397774251
s_0561,-89.1238268931622
s_0562,-89.1238268931622
s_0563,-101.437565916883
s_0565,-101.437565916883
s_0566,-101.437565916883
s_0567,-324.474527098613
s_0568,-324.476345383638
s_0570,-48.2787829880461
s_0571,-101.437565916883
s_0572,-101.437565916883
s_0573,-324.474527098613
s_0574,-324.476345383638
s_0575,-84.2513049406041
s_0576,-84.2513049406041
s_0577,-306.690884102536
s_0578,-82.6913049406041
s_0579,-82.6913049406041
s_0580,-83.5813049406041
s_0581,-306.690884102536
s_0582,-316.753310087423
s_0583,-316.753310087423
s_0584,-112.209666859677
s_0585,-112.209666859677
s_0586,-524.566910730226
s_0587,-388.509922374045
s_0588,-388.509922374045
s_0589,-189.500109106936
s_0590,-597.782286451221
s_0591,-361.561586616143
s_0593,-361.561586616143
s_0595,111.014264823933
s_0597,111.014264823933
s_0600,111.014264823933
s_0605,-224.607197381573
s_0606,610.504073057776
s_0607,-109.999691743943
s_0608,247.778063927178
s_0609,247.778063927178
s_0610,33.5393035949773
s_0611,33.5393035949773
s_0612,50.0219525613592
s_0613,-351.429923420632
s_0614,-351.429923420632
s_0615,-152.420109106936
s_0616,-152.420109106936
s_0617,-560.702286798471
s_0618,-369.813252570294
s_0620,10000000
s_0625,74.5254965637336
s_0626,74.5254965637336
s_0627,149.767139147768
s_0628,10000000
s_0629,-272.775744169776
s_0631,-272.775744169776
s_0632,-272.775744169776
s_0633,-473.362767081719
s_0635,-473.362767081719
s_0636,-473.362767081719
s_0637,-473.362767081719
s_0638,-473.362767081719
s_0639,-593.583810804377
s_0640,1882.32354619638
s_0641,822.473985247544
s_0642,500.302258462652
s_0644,232.665103767214
s_0645,277.19387698443
s_0646,277.19387698443
s_0647,-431.573053908772
s_0649,-232.563239595075
s_0650,-640.845417286611
s_0651,-640.845417286611
s_0652,-450.636792932493
s_0653,-450.636792932493
s_0654,-251.626978618796
s_0655,-251.626978618796
s_0656,-659.909156310332
s_0657,484.415997486373
s_0659,484.415997486373
s_0662,477.568519438931
s_0663,477.568519438931
s_0664,479.502258462652
s_0665,472.207541020545
s_0666,472.207541020545
s_0667,472.207541020545
s_0668,472.207541020545
s_0669,472.207541020545
s_0670,419.610953581257
s_0672,10000000
s_0677,-129.864400365703
s_0678,-129.864400365703
s_0679,-129.864400365703
s_0680,14.9812170119539
s_0681,14.9812170119539
s_0682,14.9812170119539
s_0683,33.1914397301724
s_0684,33.1914397301724
s_0685,-3.08504396432511
s_0686,-3.08504396432511
s_0687,10000000
s_0688,10000000
s_0689,-233.440003114679
s_0690,-233.440003114679
s_0692,-131.390619606411
s_0694,10000000
s_0699,484.334247433261
s_0700,484.334247433261
s_0702,484.334247433261
s_0703,484.334247433261
s_0709,10000000
s_0710,10000000
s_0712,10000000
s_0713,10000000
s_0714,10000000
s_0715,10000000
s_0716,10000000
s_0717,-142.780275875024
s_0719,69.7824793623148
s_0720,69.7824793623148
s_0721,-11.726261035488
s_0722,-74.3572202248375
s_0723,-74.3572202248375
s_0724,-74.3572202248375
s_0725,-125.000592239564
s_0726,-125.000592239564
s_0727,-125.000592239564
s_0734,-0.613690409332974
s_0736,-0.613690409332974
s_0738,-0.613690409332974
s_0739,-391.269923420632
s_0740,-391.269923420632
s_0741,-391.269923420632
s_0742,-391.269923420632
s_0743,-453.272558707439
s_0744,-453.272558707439
s_0745,-237.375575701294
s_0746,-25.4056635115267
s_0747,10000000
s_0748,10000000
s_0749,10000000
s_0750,-70.5762333570852
s_0751,-70.5762333570852
s_0752,-70.5762333570852
s_0753,-70.5762333570852
s_0754,-155.255229145939
s_0755,-155.255229145939
s_0756,-155.255229145939
s_0757,10000000
s_0764,-271.330452951025
s_0765,-38.2850439643251
s_0766,-38.2850439643251
s_0767,-261.347953682466
s_0769,-261.347953682466
s_0770,-261.347953682466
s_0771,-49.7387829880461
s_0773,-284.771480561069
s_0774,-284.771480561069
s_0775,-31.332522011767
s_0776,-31.332522011767
s_0777,-31.332522011767
s_0779,-101.496646852851
s_0780,-101.496646852851
s_0781,-101.496646852851
s_0782,-192.259475871778
s_0783,-192.259475871778
s_0785,-600.542286798471
s_0786,-600.542286798471
s_0787,64.4743475000935
s_0788,64.4743475000935
s_0789,64.4743475000935
s_0790,30.7793035949773
s_0791,30.7793035949773
s_0792,30.7793035949773
s_0793,9.54335320635803
s_0794,9.54335320635803
s_0795,9.54335320635803
s_0796,9.54335320635803
s_0797,9.54335320635803
s_0798,9.54335320635803
s_0799,9.54335320635803
s_0800,9.54335320635803
s_0801,9.54335320635803
s_0802,9.54335320635803
s_0803,-37.213261035488
s_0804,-37.213261035488
s_0805,-37.213261035488
s_0806,-37.213261035488
s_0807,-37.213261035488
s_0808,-37.213261035488
s_0809,-37.213261035488
s_0810,-37.213261035488
s_0811,10000000
s_0812,10000000
s_0813,1776.3385901015
s_0814,1352.39876572196
s_0815,292.549204773125
s_0816,37.6714868877009
s_0817,37.6714868877009
s_0819,37.6714868877009
s_0823,-82.2836312499498
s_0825,302.742654069055
s_0826,302.742654069055
s_0829,1246.41380962708
s_0830,186.564248678241
s_0831,186.564248678241
s_0832,10000000
s_0833,10000000
s_0834,-207.632352549465
s_0835,-207.632352549465
s_0836,-206.21230156566
s_0837,-12.576261035488
s_0838,-12.576261035488
s_0839,-12.576261035488
s_0840,-12.576261035488
s_0841,10000000
s_0843,62.0259243038205
s_0844,62.0259243038205
s_0845,1670.35363400661
s_0846,-424.204540810844
s_0847,10000000
s_0848,10000000
s_0849,-221.02159792845
s_0850,126.211825547535
s_0851,126.211825547535
s_0852,126.211825547535
s_0853,63.5800331730292
s_0854,63.5800331730292
s_0855,37.6413445850471
s_0856,17.3857872894748
s_0857,17.3857872894748
s_0859,10000000
s_0861,176.042350657564
s_0862,176.042350657564
s_0863,176.042350657564
s_0864,218.546432420865
s_0865,218.546432420865
s_0866,218.546432420865
s_0867,138.002350657563
s_0868,138.002350657563
s_0869,138.002350657563
s_0870,180.506432420865
s_0871,180.506432420865
s_0872,180.506432420865
s_0873,138.002350657563
s_0874,138.002350657563
s_0875,138.002350657563
s_0876,180.506432420865
s_0877,180.506432420865
s_0878,180.506432420865
s_0879,99.9623506575634
s_0880,99.9623506575634
s_0881,99.9623506575634
s_0882,142.466432420865
s_0883,142.466432420865
s_0884,142.466432420865
s_0885,61.9223506575634
s_0886,61.9223506575634
s_0887,61.9223506575634
s_0888,104.426432420865
s_0889,104.426432420865
s_0890,104.426432420865
s_0892,10000000
s_0894,509.161941841055
s_0895,509.161941841055
s_0896,509.161941841055
s_0897,551.666023604357
s_0898,551.666023604357
s_0899,551.666023604357
s_0900,471.121941841055
s_0901,471.121941841055
s_0902,471.121941841055
s_0903,513.626023604357
s_0904,513.626023604357
s_0905,513.626023604357
s_0906,471.121941841055
s_0907,471.121941841055
s_0908,471.121941841055
s_0909,513.626023604357
s_0910,513.626023604357
s_0911,513.626023604357
s_0912,433.081941841055
s_0913,433.081941841055
s_0914,433.081941841055
s_0915,475.586023604357
s_0916,475.586023604357
s_0917,475.586023604357
s_0918,395.041941841055
s_0919,395.041941841055
s_0920,395.041941841055
s_0921,437.546023604357
s_0922,437.546023604357
s_0923,437.546023604357
s_0924,-48.5484716064964
s_0925,-48.5484716064964
s_0926,-48.5484716064964
s_0927,58.3861731068378
s_0928,58.3861731068378
s_0929,76.3624340831168
s_0930,76.3624340831168
s_0931,76.3624340831168
s_0932,55.2686950593959
s_0933,55.2686950593959
s_0934,55.2686950593959
s_0935,37.2924340831168
s_0936,37.2924340831168
s_0937,45.2749560356749
s_0938,45.2749560356749
s_0939,45.2749560356749
s_0940,-232.079442458901
s_0941,-232.079442458901
s_0942,-232.079442458901
s_0943,-344.020532119977
s_0944,-344.020532119977
s_0945,-344.020532119977
s_0946,-102.660033674196
s_0949,-493.5314966972
s_0950,-633.423810804377
s_0951,-7.85549558941793
s_0952,-48.1619134761856
s_0953,-69.6267152760649
s_0954,-55.7031616364633
s_0955,-19.7619134761856
s_0956,-19.7619134761856
s_0957,-19.7619134761856
s_0958,-36.7081744524646
s_0959,-2.70443542874368
s_0960,-65.9856524999065
s_0961,-72.1775659168832
s_0962,-72.1775659168832
s_0963,-82.6913049406041
s_0964,-82.6913049406041
s_0965,72.0895263131958
s_0966,72.0895263131958
s_0967,72.0895263131958
s_0968,72.0895263131958
s_0969,-45.4150439643251
s_0970,-45.4150439643251
s_0971,-45.4150439643251
s_0972,-45.4150439643251
s_0973,-110.87513158932
s_0974,-110.87513158932
s_0975,-110.87513158932
s_0976,-110.87513158932
s_0977,-110.87513158932
s_0978,-44.8919134761856
s_0979,2.70930359497727
s_0980,-18.5938268931622
s_0981,-15.2359134761856
s_0982,-15.2359134761856
s_0983,-21.6278031224443
s_0984,-42.7675659168832
s_0985,-42.7675659168832
s_0986,-303.935157067277
s_0987,-73.8146306959553
s_0988,-69.1523169445699
s_0989,-89.1238268931622
s_0990,-89.1238268931622
s_0991,-90.9248316433871
s_0992,-90.9248316433871
s_0993,-90.9248316433871
s_0994,-90.9248316433871
s_0995,-90.9248316433871
s_0996,-90.9248316433871
s_0997,-23.7981744524646
s_0999,-24.3213049406041
s_1000,-24.3213049406041
s_1001,-24.3213049406041
s_1002,-24.3213049406041
s_1003,-39.0456524999065
s_1004,-39.0456524999065
s_1005,-39.0456524999065
s_1006,42.0018255475354
s_1007,42.0018255475354
s_1008,42.0018255475354
s_1009,42.0018255475354
s_1010,123.595238372968
s_1011,-109.220503790242
s_1012,5.85782554753536
s_1014,-34.8981744524646
s_1015,-34.8981744524646
s_1016,41.7093035949773
s_1017,41.7093035949773
s_1018,41.7093035949773
s_1019,41.7093035949773
s_1020,39.9024340831168
s_1021,36.4414465132153
s_1022,36.4414465132153
s_1023,36.4414465132153
s_1024,36.4414465132153
s_1025,61.8195263131958
s_1026,61.8195263131958
s_1027,61.8195263131958
s_1028,61.8195263131958
s_1029,31.1955645712563
s_1030,31.1955645712563
s_1031,31.1955645712563
s_1032,56.0555645712563
s_1033,56.0555645712563
s_1034,56.0555645712563
s_1035,10000000
s_1036,10000000
s_1037,10000000
s_1038,-56.5962584231974
s_1039,-55.9919134761856
s_1040,-55.9919134761856
s_1041,-55.9919134761856
s_1042,-55.9919134761856
s_1043,-100.767565916883
s_1044,-100.767565916883
s_1045,-36.7081744524646
s_1046,-36.7081744524646
s_1047,-36.7081744524646
s_1048,101.552434083117
s_1049,101.552434083117
s_1050,101.552434083117
s_1051,16.5755645712563
s_1052,16.5755645712563
s_1053,16.5755645712563
s_1054,16.5755645712563
s_1055,16.5755645712563
s_1056,20.6155645712563
s_1057,20.6155645712563
s_1058,20.6155645712563
s_1059,519.583475533815
s_1061,519.583475533815
s_1065,153.201742871375
s_1067,153.201742871375
s_1070,153.201742871375
s_1073,-257.640859444392
s_1076,-257.640859444392
s_1077,10000000
s_1078,10000000
s_1079,288.62474818328
s_1080,288.62474818328
s_1081,247.778063927178
s_1082,247.778063927178
s_1085,410.239640482353
s_1096,10000000
s_1097,134.73806395171
s_1098,10000000
s_1099,10000000
s_1100,10000000
s_1101,-557.884961197084
s_1104,-557.884961197084
s_1105,-162.548870798278
s_1106,-162.548870798278
s_1107,10000000
s_1108,10000000
s_1109,-657.634339001724
s_1110,-657.634339001724
s_1111,-384.834543409978
s_1112,-384.834543409978
s_1114,10000000
s_1116,448.842146249309
s_1117,448.842146249309
s_1118,448.842146249309
s_1119,491.346228012611
s_1120,491.346228012611
s_1121,491.346228012611
s_1122,410.802146249309
s_1123,410.802146249309
s_1124,410.802146249309
s_1125,453.306228012611
s_1126,453.306228012611
s_1127,453.306228012611
s_1128,410.802146249309
s_1129,410.802146249309
s_1130,410.802146249309
s_1131,453.306228012611
s_1132,453.306228012611
s_1133,453.306228012611
s_1134,372.762146249309
s_1135,372.762146249309
s_1136,372.762146249309
s_1137,415.266228012611
s_1138,415.266228012611
s_1139,415.266228012611
s_1140,334.722146249309
s_1141,334.722146249309
s_1142,334.722146249309
s_1143,377.226228012611
s_1144,377.226228012611
s_1145,377.226228012611
s_1148,10000000
s_1149,10000000
s_1150,34.553477988233
s_1151,-21.042522011767
s_1153,-103.117565916883
s_1154,-103.117565916883
s_1156,-1170.45589398447
s_1157,-1170.45589398447
s_1158,-1373.21897875927
s_1159,-1373.21897875927
s_1161,195.389220918817
s_1163,195.389220918817
s_1166,195.389220918817
s_1176,-215.453381396951
s_1179,-215.453381396951
s_1180,198.363933491572
s_1181,286.101308058944
s_1182,25.1953522794944
s_1183,69.7789177776144
s_1184,28.2267757776417
s_1185,-58.5114188630155
s_1186,-58.5114188630155
s_1187,-268.32734484428
s_1188,-234.340962916997
s_1189,-289.61511737211
s_1190,-289.615736848057
s_1191,-316.610821581502
s_1192,-100.737325690276
s_1193,10000000
s_1194,-146.315692616538
s_1195,3.66243408311679
s_1196,-21.3049356458216
s_1198,-285.494523238976
s_1199,-285.494523238976
s_1200,-285.494523238976
s_1201,-285.494523238976
s_1202,-285.494523238976
s_1203,-270.681170032618
s_1204,-270.681170032618
s_1205,-270.681170032618
s_1206,-270.681170032618
s_1207,-517.979443712239
s_1208,-517.979443712239
s_1210,-517.979443712239
s_1211,-517.979443712239
s_1212,-497.680180610336
s_1213,-497.680180610336
s_1214,-497.680180610336
s_1215,-497.680180610336
s_1216,63.9712170119539
s_1217,63.9712170119539
s_1218,14.55
s_1219,1.86396168273053
s_1220,1.86396168273053
s_1221,1.86396168273053
s_1222,-266.323187497145
s_1223,-266.323187497145
s_1224,-203.454769168588
s_1225,-203.454769168588
s_1227,-203.454769168588
s_1228,-203.454769168588
s_1229,1564.36867791173
s_1230,906.574746759317
s_1231,504.519116962892
s_1232,504.519116962892
s_1233,-52.8744354287437
s_1234,-73.9681744524646
s_1235,57.8920619046459
s_1236,57.8920619046459
s_1237,57.8920619046459
s_1238,-259.281630250979
s_1239,-190.462485853607
s_1240,-190.462485853607
s_1241,-124.255395423341
s_1246,1458.38372181685
s_1248,68.8247735957907
s_1250,68.8247735957907
s_1253,68.8247735957907
s_1254,10000000
s_1258,-272.564623834222
s_1259,398.534160868009
s_1260,282.650174347954
s_1262,-128.192164325788
s_1265,-128.192164325788
s_1266,40.7257872894748
s_1267,40.7257872894748
s_1268,40.7257872894748
s_1269,-113.46290782913
s_1270,-383.571761409049
s_1271,-171.820387148281
s_1272,-171.820387148281
s_1273,-171.820387148281
s_1274,-171.820387148281
s_1275,3.91969994079107
s_1276,3.91969994079107
s_1277,3.91969994079107
s_1278,3.91969994079107
s_1279,3.91969994079107
s_1282,-664.326885320076
s_1283,-753.609693635328
s_1284,-699.75332675449
s_1286,237.576698966258
s_1288,237.576698966258
s_1291,237.576698966258
s_1293,240.462696300512
s_1295,240.462696300512
s_1298,240.462696300512
s_1302,10000000
s_1303,10000000
s_1305,10000000
s_1307,-144.041252276501
s_1308,-144.041252276501
s_1309,10000000
s_1310,1140.4288535322
s_1311,80.5792925833571
s_1312,80.5792925833571
s_1313,80.5792925833571
s_1314,10000000
s_1315,10000000
s_1316,72.7324340831168
s_1317,72.7324340831168
s_1318,80.7149560356749
s_1319,80.7149560356749
s_1320,80.7149560356749
s_1321,18.0834781055567
s_1322,-253.139194913046
s_1323,-253.139194913046
s_1324,-253.139194913046
s_1325,-253.139194913046
s_1326,-253.139194913046
s_1329,-253.139194913046
s_1337,10000000
s_1346,10000000
s_1351,10000000
s_1352,10000000
s_1360,-298.356580196145
s_1361,-298.356580196145
s_1364,-265.059813368385
s_1365,-253.531755282812
s_1366,296.160817595658
s_1367,72.8278520874021
s_1368,-473.49641754668
s_1371,12.813738964512
s_1372,-2.99248330662741
s_1373,10000000
s_1374,10000000
s_1375,10000000
s_1376,-343.360531796178
s_1377,-109.049227964329
s_1378,-112.806326045177
s_1379,10000000
s_1382,-422.941884951456
s_1383,10000000
s_1384,10000000
s_1385,10000000
s_1386,-731.467266555605
s_1387,-731.467266555605
s_1388,-304.146345383639
s_1389,129.522107884828
s_1390,129.522107884828
s_1391,129.522107884828
s_1392,28.0207017376942
s_1393,-195.241677524992
s_1394,84.5079054454547
s_1395,-129.453230174826
s_1396,39.6755645712563
s_1397,39.6755645712563
s_1398,-183.428759106585
s_1399,-83.6729078291299
s_1400,-83.6729078291299
s_1401,-83.6729078291299
s_1403,-91.3349170477134
s_1404,-91.3349170477134
s_1405,10000000
s_1406,10000000
s_1407,10000000
s_1408,-307.290084407359
s_1409,196.131773234381
s_1410,10000000
s_1411,70.7830739839944
s_1412,84.3438738724982
s_1413,109.370743384359
s_1415,109.370743384359
s_1416,147.480803003433
s_1418,147.480803003433
s_1419,147.480803003433
s_1420,235.890090987781
s_1421,-103.103028845137
s_1422,-241.194527098613
s_1423,-240.573947211263
s_1424,69.6926568013353
s_1425,69.6926568013353
s_1426,-565.115032929717
s_1427,-340.58560287098
s_1428,10000000
s_1429,-83.8519410788575
s_1430,10000000
s_1431,10000000
s_1432,-64.1229359320482
s_1433,-64.1229359320482
