id	name	bigg.reaction	ec-code	kegg.pathway	kegg.reaction	metanetx.reaction
r_3579	stearoyl-CoA transport, cytoplasm-lipid particle					MNXR104598
r_3580	oleoyl-CoA transport, cytoplasm-lipid particle					MNXR128426
r_3581	glycerol 3-phosphate transport, cytoplasm-lipid particle					MNXR100308
r_3582	dihydroxyacetone phosphate transport, cytoplasm-lipid particle					MNXR97366
r_3583	NADPH transport, cytoplasm-lipid particle					MNXR101894
r_3584	NADP(+) transport, cytoplasm-lipid particle					MNXR101896
r_3585	ATP transport, cytoplasm-lipid particle					MNXR96140
r_3586	AMP transport, cytoplasm-lipid particle					MNXR95830
r_3587	diphosphate transport, cytoplasm-lipid particle					MNXR103112
r_3588	diglyceride (1-16:0, 2-16:1) transport, cytoplasm-lipid particle					
r_3589	diglyceride (1-16:1, 2-16:1) transport, cytoplasm-lipid particle					
r_3590	diglyceride (1-18:0, 2-16:1) transport, cytoplasm-lipid particle					
r_3591	diglyceride (1-18:1, 2-16:1) transport, cytoplasm-lipid particle					
r_3592	diglyceride (1-16:0, 2-18:1) transport, cytoplasm-lipid particle					
r_3593	diglyceride (1-16:1, 2-18:1) transport, cytoplasm-lipid particle					
r_3594	diglyceride (1-18:0, 2-18:1) transport, cytoplasm-lipid particle					
r_3595	diglyceride (1-18:1, 2-18:1) transport, cytoplasm-lipid particle					
r_3596	H2O transport, cytoplasm-lipid particle					MNXR98641
r_3597	glycerol transport, lipid particle-cytoplasm					MNXR100343
r_3598	docosanoyl-CoA transport, lipid particle-cytoplasm					
r_3599	tetracosanoyl-CoA transport, lipid particle-cytoplasm					MNXR137463
r_3600	hexacosanoyl-CoA transport, lipid particle-cytoplasm					MNXR124347
r_3601	ATP transport, cytoplasm-cell envelope					MNXR96140
r_3602	ADP transport, cytoplasm-cell envelope					MNXR95484
r_3603	H+ transport, cytoplasm-cell envelope					MNXR100765
r_3604	H2O transport, cytoplasm-cell envelope					MNXR98641
r_3605	phosphate transport, cytoplasm-cell envelope					MNXR102871
r_3606	sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm					MNXR99874
r_3607	1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm					MNXR99888
r_3608	palmitate transport, cell envelope-cytoplasm					MNXR99101
r_3609	palmitoleate transport, cell envelope-cytoplasm					
r_3610	stearate transport, cell envelope-cytoplasm					MNXR99109
r_3611	oleate transport, cell envelope-cytoplasm					MNXR99110
r_3612	icosanoyl-CoA transport, cell envelope-cytoplasm					
r_3613	docosanoyl-CoA transport, cell envelope-cytoplasm					
r_3614	tetracosanoyl-CoA transport, cell envelope-cytoplasm					MNXR137463
r_3615	hexacosanoyl-CoA transport, cell envelope-cytoplasm					MNXR124347
r_3616	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm					
r_3617	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm					
r_3618	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm					
r_3619	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm					
r_3620	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm					
r_3621	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm					
r_3622	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm					
r_3623	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm					
r_3624	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm					
r_3625	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm					
r_3626	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm					
r_3627	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm					
r_3628	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm					
r_3629	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm					
r_3630	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm					
r_3631	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm					
r_3632	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, nucleus-cytoplasm					
r_3633	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, nucleus-cytoplasm					
r_3634	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, nucleus-cytoplasm					
r_3635	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, nucleus-cytoplasm					
r_3636	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, nucleus-cytoplasm					
r_3637	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, nucleus-cytoplasm					
r_3638	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, nucleus-cytoplasm					
r_3639	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, nucleus-cytoplasm					
r_3640	diglyceride (1-16:0, 2-16:1) transport, nucleus-cytoplasm					
r_3641	diglyceride (1-16:1, 2-16:1) transport, nucleus-cytoplasm					
r_3642	diglyceride (1-18:0, 2-16:1) transport, nucleus-cytoplasm					
r_3643	diglyceride (1-18:1, 2-16:1) transport, nucleus-cytoplasm					
r_3644	diglyceride (1-16:0, 2-18:1) transport, nucleus-cytoplasm					
r_3645	diglyceride (1-16:1, 2-18:1) transport, nucleus-cytoplasm					
r_3646	diglyceride (1-18:0, 2-18:1) transport, nucleus-cytoplasm					
r_3647	diglyceride (1-18:1, 2-18:1) transport, nucleus-cytoplasm					
r_3648	H2O transport, cytoplasm-vacuolar membrane					MNXR98641
r_3649	phosphate transport, cytoplasm-vacuolar membrane					MNXR102871
r_3650	H+ transport, cytoplasm-vacuolar membrane					MNXR100765
r_3651	ATP transport, cytoplasm-vacuolar membrane					MNXR96140
r_3652	ADP transport, cytoplasm-vacuolar membrane					MNXR95484
r_3653	carbon dioxide transport, cytoplasm-vacuolar membrane					MNXR96810
r_3654	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) transport, vacuolar membrane-cytoplasm					
r_3655	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) transport, vacuolar membrane-cytoplasm					
r_3656	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cytoplasm					
r_3657	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cytoplasm					
r_3658	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cytoplasm					
r_3659	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) transport, vacuolar membrane-cytoplasm					
r_3660	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cytoplasm					
r_3661	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cytoplasm					
r_3662	H2O transport, cytoplasm-Golgi membrane					MNXR98641
r_3663	phosphate transport, cytoplasm-Golgi membrane					MNXR102871
r_3664	H+ transport, cytoplasm-Golgi membrane					MNXR100765
r_3665	carbon dioxide transport, cytoplasm-Golgi membrane					MNXR96810
r_3666	ATP transport, cytoplasm-Golgi membrane					MNXR96140
r_3667	ADP transport, cytoplasm-Golgi membrane					MNXR95484
r_3668	H2O transport, cytoplasm-mitochondrial membrane					MNXR98641
r_3669	carbon dioxide transport, cytoplasm-mitochondrial membrane					MNXR96810
r_3670	palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane					
r_3671	oleoyl-CoA transport, cytoplasm-mitochondrial membrane					MNXR128426
r_3672	diglyceride (1-16:0, 2-16:1) transport, mitochondrial membrane-cytoplasm					
r_3673	diglyceride (1-16:1, 2-16:1) transport, mitochondrial membrane-cytoplasm					
r_3674	diglyceride (1-18:0, 2-16:1) transport, mitochondrial membrane-cytoplasm					
r_3675	diglyceride (1-18:1, 2-16:1) transport, mitochondrial membrane-cytoplasm					
r_3676	diglyceride (1-16:0, 2-18:1) transport, mitochondrial membrane-cytoplasm					
r_3677	diglyceride (1-16:1, 2-18:1) transport, mitochondrial membrane-cytoplasm					
r_3678	palmitate transport, mitochondrial membrane-cytoplasm					MNXR99101
r_3679	stearate transport, mitochondrial membrane-cytoplasm					MNXR99109
r_3680	coenzyme A transport, mitochondrial membrane-cytoplasm					MNXR96815
r_3681	laurate transport, ER membrane-lipid particle					MNXR135773
r_3682	myristate transport, ER membrane-lipid particle					MNXR128297
r_3683	lignoceric acid transport, ER membrane-lipid particle					MNXR128298
r_3684	cerotic acid transport, ER membrane-lipid particle					MNXR136128
r_3685	TAG (1-16:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle					
r_3686	TAG (1-16:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle					
r_3687	TAG (1-16:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle					
r_3688	TAG (1-16:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle					
r_3689	TAG (1-16:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle					
r_3690	TAG (1-16:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle					
r_3691	TAG (1-16:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle					
r_3692	TAG (1-16:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle					
r_3693	TAG (1-18:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle					
r_3694	TAG (1-18:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle					
r_3695	TAG (1-18:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle					
r_3696	TAG (1-18:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle					
r_3697	TAG (1-18:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle					
r_3698	TAG (1-18:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle					
r_3699	TAG (1-18:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle					
r_3700	TAG (1-18:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle					
r_3701	TAG (1-16:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle					
r_3702	TAG (1-16:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle					
r_3703	TAG (1-16:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle					
r_3704	TAG (1-16:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle					
r_3705	TAG (1-16:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle					
r_3706	TAG (1-16:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle					
r_3707	TAG (1-16:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle					
r_3708	TAG (1-16:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle					
r_3709	TAG (1-18:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle					
r_3710	TAG (1-18:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle					
r_3711	TAG (1-18:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle					
r_3712	TAG (1-18:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle					
r_3713	TAG (1-18:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle					
r_3714	TAG (1-18:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle					
r_3715	TAG (1-18:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle					
r_3716	TAG (1-18:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle					
r_3717	episterol transport, ER membrane-lipid particle					MNXR97944
r_3718	fecosterol transport, ER membrane-lipid particle					MNXR99529
r_3719	lanosterol transport, ER membrane-lipid particle					MNXR101014
r_3720	zymosterol transport, ER membrane-lipid particle					MNXR105285
r_3721	ergosteryl palmitoleate transport, ER membrane-lipid particle					
r_3722	ergosteryl oleate transport, ER membrane-lipid particle					
r_3723	episteryl palmitoleate transport, ER membrane-lipid particle					
r_3724	episteryl oleate transport, ER membrane-lipid particle					
r_3725	fecosteryl palmitoleate transport, ER membrane-lipid particle					
r_3726	fecosteryl oleate transport, ER membrane-lipid particle					
r_3727	lanosteryl palmitoleate transport, ER membrane-lipid particle					
r_3728	lanosteryl oleate transport, ER membrane-lipid particle					
r_3729	zymosteryl palmitoleate transport, ER membrane-lipid particle					
r_3730	zymosteryl oleate transport, ER membrane-lipid particle					
r_3731	phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-lipid particle					
r_3732	phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-lipid particle					
r_3733	phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-lipid particle					
r_3734	phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-lipid particle					
r_3735	phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-lipid particle					
r_3736	phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-lipid particle					
r_3737	phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-lipid particle					
r_3738	phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-lipid particle					
r_3739	phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-lipid particle					
r_3740	phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-lipid particle					
r_3741	phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-lipid particle					
r_3742	phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-lipid particle					
r_3743	phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-lipid particle					
r_3744	phosphatidylethanolamine (1-16:1, 2-18:1) transport, ER membrane-lipid particle					
r_3745	phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-lipid particle					
r_3746	phosphatidylethanolamine (1-18:1, 2-18:1) transport, ER membrane-lipid particle					
r_3747	1-acylglycerophosphocholine (16:0) transport, ER membrane-lipid particle					
r_3748	1-acylglycerophosphocholine (16:1) transport, ER membrane-lipid particle					
r_3749	1-acylglycerophosphocholine (18:0) transport, ER membrane-lipid particle					
r_3750	1-acylglycerophosphocholine (18:1) transport, ER membrane-lipid particle					
r_3751	1-acylglycerophosphoethanolamine (16:0) transport, ER membrane-lipid particle					
r_3752	1-acylglycerophosphoethanolamine (16:1) transport, ER membrane-lipid particle					
r_3753	1-acylglycerophosphoethanolamine (18:0) transport, ER membrane-lipid particle					
r_3754	1-acylglycerophosphoethanolamine (18:1) transport, ER membrane-lipid particle					
r_3755	phosphatidate (1-16:0, 2-18:1) transport, lipid particle-ER membrane					
r_3756	phosphatidate (1-16:1, 2-18:1) transport, lipid particle-ER membrane					
r_3757	phosphatidate (1-18:0, 2-18:1) transport, lipid particle-ER membrane					
r_3758	phosphatidate (1-18:1, 2-18:1) transport, lipid particle-ER membrane					
r_3759	phosphatidate (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3760	phosphatidate (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3761	phosphatidate (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3762	phosphatidate (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3763	phosphatidate (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3764	phosphatidate (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3765	phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3766	phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3767	phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3768	phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3769	phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3770	phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3771	phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3772	phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3773	phosphatidylethanolamine (1-16:0, 2-16:1) transport, mitochondrial membrane-ER membrane					
r_3774	phosphatidylethanolamine (1-16:1, 2-16:1) transport, mitochondrial membrane-ER membrane					
r_3775	phosphatidylethanolamine (1-18:0, 2-16:1) transport, mitochondrial membrane-ER membrane					
r_3776	phosphatidylethanolamine (1-18:1, 2-16:1) transport, mitochondrial membrane-ER membrane					
r_3777	phosphatidylethanolamine (1-16:0, 2-18:1) transport, mitochondrial membrane-ER membrane					
r_3778	phosphatidylethanolamine (1-16:1, 2-18:1) transport, mitochondrial membrane-ER membrane					
r_3779	phosphatidylethanolamine (1-18:0, 2-18:1) transport, mitochondrial membrane-ER membrane					
r_3780	phosphatidylethanolamine (1-18:1, 2-18:1) transport, mitochondrial membrane-ER membrane					
r_3781	phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3782	phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3783	phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3784	phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane					
r_3785	phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3786	phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3787	phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3788	phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane					
r_3789	diglyceride (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane					
r_3790	diglyceride (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane					
r_3791	diglyceride (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane					
r_3792	diglyceride (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane					
r_3793	diglyceride (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane					
r_3794	diglyceride (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane					
r_3795	diglyceride (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane					
r_3796	diglyceride (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane					
r_3797	phosphatidate (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane					
r_3798	phosphatidate (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane					
r_3799	phosphatidate (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane					
r_3800	phosphatidate (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane					
r_3801	phosphatidate (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane					
r_3802	phosphatidate (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane					
r_3803	phosphatidate (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane					
r_3804	phosphatidate (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane					
r_3805	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane					
r_3806	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane					
r_3807	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane					
r_3808	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane					
r_3809	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane					
r_3810	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane					
r_3811	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane					
r_3812	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane					
r_3813	phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane					
r_3814	phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane					
r_3815	phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane					
r_3816	phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane					
r_3817	phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane					
r_3818	phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane					
r_3819	phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane					
r_3820	phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane					
r_3821	phosphatidylethanolamine (1-16:0, 2-16:1) transport, Golgi membrane-ER membrane					
r_3822	phosphatidylethanolamine (1-16:1, 2-16:1) transport, Golgi membrane-ER membrane					
r_3823	phosphatidylethanolamine (1-18:0, 2-16:1) transport, Golgi membrane-ER membrane					
r_3824	phosphatidylethanolamine (1-18:1, 2-16:1) transport, Golgi membrane-ER membrane					
r_3825	phosphatidylethanolamine (1-16:0, 2-18:1) transport, Golgi membrane-ER membrane					
r_3826	phosphatidylethanolamine (1-16:1, 2-18:1) transport, Golgi membrane-ER membrane					
r_3827	phosphatidylethanolamine (1-18:0, 2-18:1) transport, Golgi membrane-ER membrane					
r_3828	phosphatidylethanolamine (1-18:1, 2-18:1) transport, Golgi membrane-ER membrane					
r_3829	phosphatidate (1-16:0, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3830	phosphatidate (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3831	phosphatidate (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3832	phosphatidate (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3833	phosphatidate (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3834	phosphatidate (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3835	phosphatidate (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3836	phosphatidate (1-18:1, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3837	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3838	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3839	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3840	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3841	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3842	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3843	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3844	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3845	phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3846	phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3847	phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3848	phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane					
r_3849	phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3850	phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3851	phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3852	phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-vacuolar membrane					
r_3853	phosphatidylethanolamine (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane					
r_3854	phosphatidylethanolamine (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane					
r_3855	phosphatidylethanolamine (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane					
r_3856	phosphatidylethanolamine (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane					
r_3857	phosphatidylethanolamine (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane					
r_3858	phosphatidylethanolamine (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane					
r_3859	phosphatidylethanolamine (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane					
r_3860	phosphatidylethanolamine (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane					
r_3861	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane					
r_3862	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane					
r_3863	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane					
r_3864	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane					
r_3865	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane					
r_3866	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane					
r_3867	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane					
r_3868	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane					
r_3869	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-cell envelope					
r_3870	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-cell envelope					
r_3871	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-cell envelope					
r_3872	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-cell envelope					
r_3873	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-cell envelope					
r_3874	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-cell envelope					
r_3875	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-cell envelope					
r_3876	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-cell envelope					
r_3877	phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-cell envelope					
r_3878	phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-cell envelope					
r_3879	phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-cell envelope					
